"","Temperature","RH","Precipitation","Wind Speed","FMC","DMC","DC","HAS_FIRE","Prob_fogo","HasFire_Predict"
"356",25.45909091,62.91666667,0.290511833,11.09136364,85.44024761,12.20690677,67.46242459,"not-burned",0.0951497359399728,"0"
"357",25.8375,60.93181818,1.67e-13,12.4519697,86.27002009,14.24163206,73.31717459,"not-burned",0.115119405651272,"0"
"358",26.36666667,62.77272727,0.000176,11.57859848,86.3451746,16.21937409,79.26717459,"not-burned",0.112702502847159,"0"
"359",26.32689394,58.45454545,1.67e-13,8.575378788,86.8522824,18.42260008,85.2100155,"not-burned",0.143386511466229,"0"
"360",26.82348485,60.17424242,0.07159199,8.20844697,86.91857896,20.57237831,91.24224277,"not-burned",0.140065505306613,"0"
"361",27.10113636,59.73106061,0.267940959,8.012310606,86.96332854,22.76749745,97.32444732,"burned",0.14823214519659,"0"
"362",27.10189394,60.72348485,0.371185073,7.660454545,86.49489358,24.83229575,103.4067882,"not-burned",0.141757102993894,"0"
"363",27.2875,58.84090909,0.95846863,8.723787879,83.69194627,25.95205241,109.1665339,"not-burned",0.161176891130811,"0"
"364",26.30416667,60.78030303,0.281959588,7.365113636,85.24371086,28.03400589,115.1052839,"not-burned",0.132865113836509,"1"
"365",26.14924242,57.32954545,0.003350364,7.908484848,86.75740868,30.28284571,121.0161475,"not-burned",0.159262074555898,"0"
"366",26.31287879,51.35606061,1.67e-13,9.318560606,87.94232881,32.85996991,126.9564657,"not-burned",0.220998263780968,"0"
"367",26.59583333,53.82575758,0.001698233,6.515378788,88.07063371,35.30820149,132.9477157,"not-burned",0.203834471955414,"0"
"368",27.43598485,56.81439394,0.015623747,5.074431818,88.1193542,37.66752848,139.090193,"not-burned",0.196004058372376,"0"
"369",28.60227273,55.47348485,0.033540108,6.167386364,88.19716958,40.19973562,145.442602,"burned",0.243770353157595,"1"
"370",27.96742424,54.5,0.213552841,8.118598485,88.08625418,42.73113313,151.6807384,"not-burned",0.237029421738693,"0"
"371",27.68787879,56.73484848,0.006028728,7.14844697,88.13497983,45.11672329,157.8685566,"not-burned",0.210285467195876,"0"
"372",28.54128788,51.23484848,0,9.495833333,88.54460958,47.88261911,164.2099884,"not-burned",0.303959373464009,"0"
"373",28.41515152,46.29545455,0,11.0080303,89.33326024,50.91594283,170.5287157,"burned",0.37086249551174,"1"
"374",27.2030303,44.70075758,0,10.33291667,89.52801089,53.91194197,176.6292611,"burned",0.353671683429867,"0"
"375",27.76136364,46.36742424,0,8.217121212,89.58705563,56.87403095,182.8303066,"not-burned",0.352380090598939,"0"
"376",29.09772727,44.28030303,0,8.007462121,89.9208177,60.0929965,189.2718975,"not-burned",0.436368762363551,"0"
"377",29.07765152,46.02272727,0.003651202,9.147272727,89.97623279,63.21062315,195.7098748,"not-burned",0.41190297455301,"0"
"378",27.18030303,64.14772727,1.698148419,7.293636364,80.69185224,60.08632535,201.0142045,"not-burned",0.139465682304004,"0"
"379",24.76969697,77.16666667,8.973125269,5.442954545,51.59183635,35.64438606,187.4935686,"not-burned",0.0353745221013801,"1"
"380",24.05643939,81.84090909,9.264966667,3.831704545,39.10566628,20.99771314,173.6371357,"not-burned",0.0268232180250581,"0"
"381",24.54015152,82.93939394,9.332811089,5.408636364,36.02556196,11.69456891,160.3386783,"not-burned",0.0270840835452158,"0"
"382",25.87386364,76.23106061,3.967837265,5.783295455,51.1254429,10.11241271,160.527601,"not-burned",0.0635540893041028,"0"
"383",25.72992424,69.9469697,0.347883098,6.63405303,71.76768575,11.65971853,166.3629874,"not-burned",0.0916054173029181,"1"
"384",25.9969697,62.51515152,0.013840602,7.734280303,82.14565033,13.6104355,172.2464419,"not-burned",0.130104513310151,"0"
"385",26.57121212,62.61363636,0.117432835,7.084431818,85.20323523,15.59283434,178.2332601,"not-burned",0.134342900761189,"0"
"386",27.23068182,59.17424242,0.026916998,9.72280303,86.64255318,17.80981794,184.3387828,"not-burned",0.176390842808472,"1"
"387",27.45606061,52.21969697,0.000425,10.08125,87.9831912,20.42368947,190.4848737,"not-burned",0.256439253109131,"0"
"388",27.37537879,51.81060606,0.001103852,8.0925,88.2699458,23.05401564,196.6164419,"not-burned",0.260943428478458,"0"
"389",26.87045455,57.67045455,2.777205876,7.285833333,77.65948592,20.95229179,199.6969292,"not-burned",0.17050509616276,"1"
"390",25.70037879,75.78030303,3.025147943,4.85719697,64.68021008,18.15729945,201.9148128,"not-burned",0.0606111227111873,"1"
"391",26.39734848,73.03409091,0.860409917,5.502310606,73.86327973,19.26005072,207.8703355,"not-burned",0.0838178230769179,"1"
"392",27.22348485,62.43939394,0.400273596,5.887386364,81.82317234,21.3042495,213.9745628,"not-burned",0.160294791577281,"0"
"393",27.34280303,58.02651515,0.02496403,9.46530303,86.08981797,23.59251159,220.1002674,"not-burned",0.201868681952494,"1"
"394",27.47234848,50.20075758,0.002717173,11.93613636,88.2264847,26.31978915,226.2492901,"not-burned",0.295186315942839,"0"
"395",27.59242424,46.5530303,0,11.18920455,89.1187815,29.25567937,232.4199265,"burned",0.350535415418636,"0"
"396",28.5125,47.99621212,0.010274312,12.11037879,89.23753028,32.20349989,238.7561765,"not-burned",0.365069543477714,"0"
"397",28.22651515,49.97727273,0.018680567,9.942348485,89.28663603,35.01133792,245.0409492,"not-burned",0.329265923095059,"0"
"398",27.63030303,52.26136364,0.059625974,9.338484848,89.33575799,37.50675515,251.2184037,"not-burned",0.280671192055742,"0"
"399",26.50795455,61.11742424,2.077686704,5.578409091,80.30334359,35.19507176,254.8134676,"not-burned",0.151242988223114,"0"
"400",24.09924242,80.90909091,12.67595252,4.403598485,42.30023908,17.39746928,227.7724135,"not-burned",0.0214837151554422,"0"
"401",25.40378788,74.25,4.666257521,5.540454545,53.23398825,13.93535456,224.6826139,"not-burned",0.0672495050785528,"0"
"402",23.80454545,85.46590909,10.40249539,4.593295455,34.74141339,7.481530447,205.3789304,"not-burned",0.020312923654017,"0"
"403",24.86401515,80.20833333,9.111360203,5.449962121,37.60947014,4.404557094,191.009576,"not-burned",0.0346295942113216,"0"
"404",24.28181818,83.27272727,17.80451679,5.861742424,31.81455573,2.338551472,156.2002332,"not-burned",0.0122524913295934,"0"
"405",23.7844697,87.71212121,24.47943002,4.997575758,22.6446624,1.043195168,110.1088304,"not-burned",0.00496964918996999,"0"
"406",23.79318182,89.95075758,39.26594115,6.854507576,19.25852888,0.511757837,44.33202921,"not-burned",0.00103899633283729,"0"
"407",23.075,90.04924242,26.60733769,8.881136364,20.4231799,0.438831765,20.77345142,"not-burned",0.00284119546523932,"0"
"408",23.35719697,85.20833333,6.616748234,8.442348485,32.97393308,0.659819466,21.33170461,"not-burned",0.0209783972925549,"0"
"409",24.10795455,80.54166667,3.483051742,6.75875,46.11133474,0.980153753,24.85729808,"not-burned",0.0341839518963523,"1"
"410",24.58409091,72.61363636,0.413181522,10.59492424,69.63698455,2.222827073,30.48643444,"not-burned",0.0550885427621898,"1"
"411",25.07045455,61.17045455,0.001917527,12.29041667,82.37436812,4.07258372,36.20311626,"not-burned",0.10083183880079,"0"
"412",24.86098485,63.21590909,0.444135894,10.26352273,84.27332299,5.810598042,41.88209353,"burned",0.0822804233684095,"0"
"413",24.74166667,70.0530303,0.325523121,8.835,84.37748629,7.21995343,47.53959353,"not-burned",0.0547805521882608,"0"
"414",24.98219697,72.21590909,0.863161309,7.327878788,81.54836689,8.463905027,53.24038899,"not-burned",0.0500906761534712,"0"
"415",25.80530303,69.56060606,0.498648462,6.889318182,83.2895223,9.955529892,59.08934353,"burned",0.0674603137797243,"0"
"416",25.50151515,66.16666667,0.321870688,8.307083333,84.82500552,11.59477817,64.88361626,"not-burned",0.0792719443068949,"1"
"417",26.16590909,63.75378788,0.289272721,10.55996212,85.76251353,13.39389063,70.79747989,"not-burned",0.100323288484768,"1"
"418",25.49848485,65.51893939,0.414916428,11.82905303,85.45501645,15.06383345,76.59120717,"not-burned",0.0827629870287257,"0"
"419",25.57310606,66.90151515,0.453632221,9.363598485,85.12906456,16.67141565,82.39836626,"not-burned",0.078078606731488,"1"
"420",26.16060606,62.60984848,0.242612884,9.359886364,85.9749667,18.52717809,88.31127535,"not-burned",0.110728122400038,"0"
"421",26.38560606,61.26136364,0.26507535,7.639469697,86.35224962,20.46589172,94.26468444,"not-burned",0.123781083221602,"0"
"422",26.74659091,57.98863636,0.163720325,5.383522727,86.94282092,22.59405759,100.2830708,"burned",0.15739834874632,"1"
"423",25.20909091,74.13636364,6.629988306,6.617575758,61.26359655,15.9227219,95.85757157,"not-burned",0.0407002782739002,"0"
"424",25.06515152,78.21969697,1.095456069,5.202310606,68.40838926,16.67116306,101.5732988,"not-burned",0.0459393030597332,"0"
