HAS_FIRE;Elevation;Slope;NDVI;Road;Hydrography;Pop_dens;Ocupations;LULC;year
1;807,5608104;0,892585292;0,385893144;5639,311048;1189,625001;1,103440046;2338,470611;4;2005
1;759,0388301;2,951090862;0,479248649;437,9679974;359,8688146;0,802272975;906,6081675;4;2005
1;707,9066443;1,96411582;0,470331449;203,0233593;816,2611792;0,48012501;2317,840897;4;2005
1;642,667302;2,102904556;0,512471244;10455,74569;1067,80708;2,220340014;376,7238342;4;2005
1;811,2550751;0,793855233;0,587665416;6811,890683;1144,112714;1,103440046;1754,578318;4;2005
1;808,274648;0,894459492;0,24003569;7587,765509;1437,799906;0,672481;1729,484744;4;2005
1;716,136713;2,329173571;0,412080585;8582,59154;355,1376253;0,802272975;8278,32605;12;2005
1;754,9325676;1,491023027;0,30074669;5271,179849;1218,042174;2,220340014;4576,417683;4;2005
1;774,9360654;1,387171109;0,241019088;3435,110798;1046,99436;1,103440046;3343,885513;4;2005
1;706,8672767;2,149549107;0,447631166;5861,495889;391,6736813;0,48012501;4357,948973;4;2005
1;810,3478168;0,917368104;0,412421934;6146,39964;886,9951162;1,103440046;1929,925397;4;2005
1;796,494468;1,771269667;0,483869294;944,0327062;1900,610107;1,103440046;3960,683656;4;2005
1;753,4914729;1,64262208;0,409437985;4456,771644;196,8832014;1,103440046;4896,476359;4;2005
1;751,3499363;3,145330901;0,378466196;8824,781616;188,0022674;0,48012501;4441,746611;4;2005
1;775,8947587;1,860248833;0,466649705;1571,135144;1399,863588;0,855699727;8567,983678;4;2005
1;728,0322633;1,707163875;0,464808383;256,5306876;796,2198369;0,802272975;6659,167668;4;2005
1;791,4305247;3,98704704;0,47779108;1309,027276;314,0906084;0,802272975;1650,341549;4;2005
1;639,7361603;2,431375139;0,497898382;6802,431626;784,985619;2,220340014;1488,280169;4;2005
1;763,7483637;2,151057541;0,444851405;2714,138044;254,6567697;2,220340014;2413,380934;4;2005
1;643,9143694;2,378307218;0,560394929;8458,564858;927,9022984;2,220340014;1607,647664;4;2005
1;773,4198284;3,634144979;0,496412308;1544,840989;415,2433792;0,802272975;2044,789377;4;2005
1;715,6188629;1,278503458;0,466269847;2211,160339;655,4457817;0,802272975;5127,502447;4;2005
1;707,3624595;1,834845842;0,331777843;199,1253938;182,9004392;1,103440046;1056,539281;4;2005
1;757,4194327;1,129761076;0,234299178;3778,628378;3337,429742;2,220340014;4332,107418;4;2005
1;755,2693099;1,100926697;0,260776359;4705,636193;3511,415593;2,220340014;5176,704274;4;2005
1;814,6866521;1,995739075;0,469531301;1272,697774;490,27199;0,802272975;1400,020567;4;2005
1;804,3960839;2,234551299;0,35383934;3087,46977;2496,895722;0,48012501;2005,636121;12;2005
1;800,1515439;1,585400528;0,445830679;2423,601575;1129,657553;2,220340014;2095,434851;4;2005
1;687,8578172;0,995422926;0,490495995;10591,72457;168,538816;0,48012501;358,1746193;4;2005
1;802,632516;0,956856656;0,552675939;2573,470288;3149,903192;2,220340014;2711,770668;4;2005
1;738,6847951;2,040419488;0,502856635;3667,973681;897,8180483;0,672481;4996,261003;4;2005
1;767,0842068;1,573559332;0,330609917;2256,350067;1408,812209;1,103440046;1938,076824;4;2005
1;810,1076068;0,780435491;0,38345515;6805,714678;944,7071024;1,103440046;1336,478921;4;2005
1;815,1694008;0,776767562;0,585984878;7057,910087;2181,585606;0,672481;5982,409775;4;2005
1;689,1182252;5,186975102;0,348239578;6808,407526;1331,753522;2,220340014;2891,99116;4;2005
1;798,5161587;1,105371531;0,331073939;9464,388157;315,7052697;0,778696143;1570,763661;4;2005
1;692,4371915;1,356215795;0,492565525;9774,890649;600,0448208;0,48012501;3373,922095;4;2005
1;743,6795114;1,630067366;0,401971025;4250,152785;219,459249;0,802272975;1352,338042;4;2005
1;710,3035978;1,378117015;0,587622367;744,4293417;345,7338706;0,802272975;5279,64687;4;2005
1;723,1311191;1,616753104;0,424935647;13463,64342;204,9037357;2,507019997;2158,726205;4;2005
1;735,7633401;1,597608132;0,583102588;2400,793754;329,6951766;2,220340014;1321,464454;4;2005
1;814,3751428;0,996780569;0,391057143;621,4578157;1580,166738;1,103440046;3731,289283;12;2005
1;753,1173589;1,911246445;0,301838876;3905,584937;262,1858518;2,220340014;3097,372971;4;2005
1;787,6498378;7,407402533;0,432071124;10734,08637;243,9233426;2,507019997;4423,53727;4;2005
1;802,3263641;1,079918232;0,329787543;8978,062615;630,9565297;0,672481;1142,094213;4;2005
1;726,0591881;1,903922951;0,428568978;1327,005403;554,7320832;0,802272975;1076,352264;4;2005
1;801,5157988;1,553279354;0,700626384;6139,595481;414,2210456;1,103440046;3487,179955;4;2005
1;785,3878894;5,33551817;0,369999179;2917,985425;92,96638619;0,48012501;7178,519929;4;2005
1;658,963555;2,014788857;0,522789765;9879,929308;1466,206411;2,220340014;1222,253427;4;2005
1;705,552833;1,828797461;0,541926324;9192,765198;783,3850387;0,48012501;3219,930793;4;2005
1;760,8330842;2,444414573;0,506065023;639,8086456;705,9863586;0,802272975;964,2546195;4;2005
1;722,5419769;2,177742776;0,363888679;8427,757339;583,6449656;0,802272975;7461,619867;12;2005
1;765,8206416;1,680621801;0,241953597;4345,354216;420,0696477;2,220340014;3707,28464;4;2005
1;742,4154265;2,098485476;0,581898229;420,3964531;752,189565;0,802272975;3054,14046;4;2005
