"","HAS_FIRE","Elevation","Slope","NDVI","Road","Hydrography","Pop_dens","Ocupations","LULC","Temperature","RH","Wind Speed","Prob_fogo","HasFire_Predict"
"95","burned",636.9002041,1.966970885,0.359434941,6237.347953,365.3485843,2.717230082,949.3498816,"12",29.43522727,34.375,13.33996212,0.956096338783985,"0"
"96","burned",628.0030817,1.817916248,0.376642012,4317.356917,984.7943682,2.717230082,4088.306003,"12",29.93674242,33.37878788,11.90064394,0.922497066614279,"0"
"97","burned",631.5741134,3.764869442,0.439934123,342.5244927,210.5926149,1.533360004,1306.379777,"4",29.27121212,34.88636364,9.735606061,0.753119272412058,"0"
"98","burned",811.660445,1.177487737,0.32679364,577.6756573,1609.644938,0.895577013,1454.045549,"4",24.29393939,84.10227273,6.675378788,0.0403751969426428,"0"
"99","burned",463.1640866,1.725158112,0.663384679,471.0357488,230.424279,4.756992224,498.2455678,"4",28.14772727,39.95454545,13.4675,0.313306822327578,"0"
"100","burned",662.6978121,3.351680299,0.450215457,552.7048115,274.8850298,0.895577013,5159.988484,"4",29.49848485,33.12121212,10.1257197,0.750739466857137,"0"
"101","burned",647.5180324,7.443578987,0.402491017,3536.422368,711.9188553,2.717230082,4008.367048,"12",29.93674242,33.37878788,11.90064394,0.930884021435755,"1"
"102","burned",652.2849133,1.932302472,0.41815549,3899.127691,677.8199019,2.717230082,2569.022791,"12",29.43522727,34.375,13.33996212,0.908526613416597,"1"
"103","burned",807.6326541,1.140777463,0.455142739,810.927465,1766.834881,0.895577013,2726.303118,"4",24.56780303,43.62121212,11.16064394,0.610931194325319,"0"
"104","burned",810.0595463,0.821145998,0.303182975,402.610406,1802.313393,0.895577013,1912.030586,"4",24.56780303,43.62121212,11.16064394,0.731523212326529,"0"
"105","burned",842.4527824,0.778506668,0.642712763,202.5439683,3927.385666,1.533360004,857.9755559,"41",25.64128788,65.12121212,8.147727273,0.36623232887132,"0"
"106","burned",471.5781888,1.590558245,0.588078454,200.9321996,623.6089545,4.205230236,584.8063651,"4",30.50151515,41.17424242,5.16125,0.341387284901977,"1"
"107","burned",654.7346125,4.223950896,0.29748238,5289.462005,306.7769696,2.717230082,1840.675878,"12",29.43522727,34.375,13.33996212,0.962469935683491,"1"
"108","burned",701.545792,2.40834162,0.408920633,1404.532587,1043.73328,0.895577013,3148.002876,"4",29.49848485,33.12121212,10.1257197,0.834393167868819,"0"
"109","burned",523.5878049,1.887707957,0.620494929,431.3526662,1378.853537,3.336469889,862.9700491,"4",30.27045455,38.56818182,10.76030303,0.419068339305533,"1"
"110","burned",639.1974812,1.684878587,0.452191863,4842.801933,417.3612145,2.717230082,1744.964148,"12",29.43522727,34.375,13.33996212,0.914209352575077,"0"
"111","burned",628.4241067,4.050826364,0.474492982,3040.309852,228.6164477,2.717230082,3495.031653,"12",29.93674242,33.37878788,11.90064394,0.881196043182945,"1"
"112","burned",840.40367,0.755157668,0.652063369,1252.196049,3600.042137,1.533360004,539.3259766,"41",25.64128788,65.12121212,8.147727273,0.41262253050041,"0"
"113","not-burned",637.2246358,0.933340449,0.603889982,336.0612341,284.7479758,2.148309946,2686.137438,"4",22.51006537,91.83205834,6.95724064,0.00351345913347774,"0"
"114","not-burned",713.64411,2.44442922,0.594249986,612.2048737,1155.095008,1.103440046,3090.357251,"4",24.16145692,91.58169306,18.76914797,0.00517020415260097,"0"
"115","not-burned",711.6676583,2.192087173,0.569641653,768.8631132,555.1048128,1.103440046,2522.241393,"4",25.13870341,48.49960971,7.285764593,0.337581798997134,"1"
"116","not-burned",558.6815218,2.564027034,0.509091654,552.54225,699.0853748,4.401770115,2238.095223,"4",30.04228064,86.41039842,6.121281251,0.00835874323172374,"0"
"117","not-burned",764.3973773,8.446814484,0.574146416,408.8190859,607.7399084,1.103440046,788.6755464,"4",30.25368247,50.32921533,13.35703254,0.416547694761739,"1"
"118","not-burned",779.4278775,1.476464398,0.648835702,3345.990605,247.3044962,0.895577013,4591.240335,"4",25.4653835,63.6458625,11.13586342,0.11699718561252,"1"
"119","not-burned",693.7555443,2.132681289,0.607795808,2431.45908,327.0879059,0.672481,2626.351751,"4",21.49130044,90.64797462,9.284599944,0.00760500093042271,"0"
"120","not-burned",692.0567308,2.950873999,0.580254156,3593.295476,1211.297853,3.511869907,829.5024608,"4",25.55169493,90.63347587,9.488467752,0.0121628666141883,"0"
"121","not-burned",535.0467374,2.193454909,0.503207833,401.3093913,1144.607264,3.336469889,436.6760597,"4",27.74476452,90.92526895,18.76866614,0.00552112958532032,"0"
"122","not-burned",613.9477144,1.734389067,0.391689209,2401.550141,1672.165428,2.615119934,2374.527064,"12",30.17504998,47.5565539,4.748762854,0.654502655764198,"0"
"123","not-burned",736.9069117,1.929293604,0.610744421,4455.101377,883.5561718,3.511869907,2471.77172,"4",19.92085853,55.3126266,18.75416851,0.319021782362878,"0"
"124","not-burned",796.6427095,0.947180342,0.568756234,4071.871893,1456.854142,0.895577013,6613.241169,"4",20.99244648,37.55187091,9.513575384,0.732027539438593,"1"
"125","not-burned",603.8679376,2.375454881,0.50652888,344.638094,704.8727543,2.133080006,396.2041373,"4",20.22309055,78.84004499,7.653508359,0.0225165484629041,"0"
"126","not-burned",829.9113647,1.79838893,0.678587489,2326.682256,557.1204407,1.533360004,3644.583051,"4",23.08575336,41.54537875,18.28344043,0.532259464076045,"0"
"127","not-burned",707.0874456,1.988561149,0.5659802,1722.452476,827.915361,3.511869907,911.1332904,"4",25.80662864,73.09108276,9.376318103,0.049969780625617,"0"
"128","not-burned",821.8728622,4.176675276,0.582307122,4326.295317,246.3613048,1.533360004,5289.681856,"4",30.07618669,44.44875615,17.793307,0.651995801084771,"0"
"129","not-burned",830.598669,1.043878293,0.298678561,3220.016644,3723.673487,0.895577013,9924.138692,"41",19.94866777,42.50540105,4.246902368,0.958126078204678,"0"
"130","not-burned",654.8192314,0.920361955,0.59713123,1706.825973,2262.947896,1.338879943,2962.873942,"4",20.04874765,81.60086265,8.950935652,0.0140892835089491,"0"
"131","not-burned",550.357214,1.81482168,0.513461097,2156.640945,1001.931024,2.694950104,1812.522128,"4",25.61180002,47.15984287,11.44934397,0.39409629857243,"0"
"132","burned",685.5886867,5.292900675,0.488061085,203.6946008,183.1537537,1.533360004,473.2001805,"4",26.66590909,35.43939394,8.702083333,0.754572598898837,"1"
"133","burned",799.198711,1.359916738,0.408810613,1150.055023,2162.897682,0.895577013,1953.45747,"4",26.35,69.8219697,5.637765152,0.124205621311543,"0"
"134","burned",559.351272,1.727716297,0.483849059,4584.043255,127.3915451,2.000450342,360.5397995,"4",29.15189394,34.29166667,9.825189394,0.837227385662009,"0"
"135","burned",631.2172369,1.687463296,0.306530751,1594.758287,1295.126065,1.611490011,1374.403341,"4",26.88257576,48.17424242,11.15458333,0.597882666070783,"0"
"136","burned",723.8111393,8.527984455,0.640130296,566.8487857,207.5558682,1.533360004,1951.446764,"4",27.39848485,57.40909091,9.445340909,0.186545759467686,"0"
"137","burned",612.488006,2.686558268,0.503574558,1246.906242,848.0437483,1.338879943,1356.357969,"12",28.0469697,43.3219697,9.628484848,0.631634509468173,"0"
"138","burned",674.9538738,9.55129727,0.508684397,3429.320445,203.4453536,1.533360004,2311.536322,"4",26.65643939,62.46212121,6.304166667,0.273865980766759,"0"
"139","burned",796.9677849,1.508286047,0.430961538,1394.019489,1666.256769,0.895577013,1920.725572,"4",26.40227273,72.47727273,8.159242424,0.0947068326682052,"0"
"140","burned",557.7782163,1.233310194,0.443133998,4791.728586,200.2409157,1.611490011,981.7573105,"4",29.15189394,34.29166667,9.825189394,0.854461167171844,"0"
"141","burned",679.1498081,1.707961142,0.446750881,2936.324324,1208.254179,3.156620026,3923.971569,"4",25.10340909,45.87121212,9.392045455,0.5721231122471,"0"
"142","burned",650.2259402,3.315838129,0.260524264,4795.185815,474.6796982,1.611490011,4866.289517,"15",29.0375,33.83333333,10.02746212,0.931504086249054,"0"
"143","burned",584.4616778,1.106814533,0.45074386,758.4759514,277.32284,1.338879943,1029.102279,"15",28.0469697,43.3219697,9.628484848,0.506194981971145,"0"
"144","burned",691.6188923,2.569053751,0.608476761,378.5216307,156.900567,1.533360004,959.4471995,"4",27.39848485,57.40909091,9.445340909,0.147719321563365,"0"
"145","burned",609.8899088,1.885474109,0.353056958,384.3974617,1196.981615,1.828693096,2119.885613,"4",25.47424242,39.45833333,9.132878788,0.683084542585364,"0"
"146","burned",707.2526922,5.161958799,0.45239669,3872.766579,618.7288249,1.103440046,2943.944085,"4",28.69659091,33.375,11.61079545,0.892671476462894,"0"
"147","burned",590.4481323,1.751214945,0.469443246,846.2913143,474.684359,1.338879943,1141.577039,"15",28.0469697,43.3219697,9.628484848,0.503815494073632,"0"
"148","burned",713.0641477,5.409584854,0.347011345,4998.54754,916.048335,1.103440046,2582.224087,"4",28.69659091,33.375,11.61079545,0.943521456471188,"0"
"149","burned",668.3218271,2.464934852,0.394053302,1115.759648,189.6034893,1.533360004,370.5487755,"4",26.66590909,35.43939394,8.702083333,0.813903469350805,"0"
"150","burned",706.7752981,4.781006103,0.622152358,223.4627007,246.0401067,1.533360004,1172.351142,"4",27.48939394,50.06439394,12.27204545,0.283444598906275,"0"
