HAS_FIRE;Elevation;Slope;NDVI;Hydrography (m);Road (m);LULC;Pop. Density (hab/km²)
1;800,3779907;0,431589007;0,462498993;2075,219971;1675,300049;4;1,103440046
1;819,8880005;0,274556994;0,361324012;1664,22998;776,8319702;4;1,103440046
1;818,6110229;0,435478002;0,409862012;2623,909912;1034,040039;4;1,103440046
1;807,0230103;0,377945006;0,39594999;1885,030029;1405,310059;2;0,895577013
1;788,3629761;1,499040008;0,481182009;1884,300049;750,8189697;4;1,103440046
1;810,7620239;0,353192002;0,601447999;60,79959869;2376,830078;0;0
1;791,0720215;6,810689926;0,501940012;1317,050049;687,8690186;3;1,103440046
1;799,6119995;1,169929981;0,514883995;1160,780029;1810;2;0,895577013
1;684,7639771;2,40399003;0,403719991;5897,640137;305,5140076;5;1,103440046
1;794,2470093;1,794549942;0,365458012;2037,01001;184,9149933;2;0,895577013
1;803,4730225;1,241050005;0,397006005;1487,109985;1034,040039;2;0,895577013
1;801,3610229;0,980443001;0,350437999;1701,569946;699,8560181;2;0,895577013
1;799,6989746;1,610829949;0,476253003;949,7199707;2012,140015;2;0,895577013
1;737,6049805;5,231739998;0,581638992;4621,669922;730,8610229;3;0,895577013
1;703,0759888;2,150880098;0,474299014;6682,009766;429,9179993;4;1,103440046
1;686,6220093;0,60966599;0,482477993;6197,160156;163,7079926;5;0,672481
1;781,3530273;10,09379959;0,498964012;1987,180054;1204,540039;4;1,103440046
1;805,8889771;0,657564998;0,528320014;644,8770142;1510,22998;2;0,895577013
1;793,960022;1,797690034;0,38736999;2298,350098;312,9849854;2;0,895577013
1;822,8410034;0,454236001;0,335770994;967,5540161;1497,319946;2;0,895577013
1;739,1309814;1,460330009;0,421828985;0;327,4159851;4;0,895577013
1;827,052002;1,477200031;0,329091996;346,6109924;1768,680054;2;0,895577013
1;792,7199707;2,70746994;0,454483986;1397,400024;1074,790039;4;0,895577013
1;749,0189819;6,650269985;0,529155016;2439;155,0090027;4;1,103440046
1;814,2340088;1,160519958;0,375714988;2504,25;490,1820068;4;1,103440046
1;0;0;0,413235009;0;0;0;0
1;761,5560303;9,978560448;0,481938988;2212,51001;303,9979858;3;1,103440046
1;824,2890015;0,888400018;0,399517;3045,449951;870,5180054;4;0,895577013
1;784,6350098;12,16670036;0,607439995;2397,149902;30,39979935;3;1,103440046
1;673,6799927;2,521310091;0,446327001;2613,139893;30,39979935;5;1,103440046
1;782,9810181;1,326069951;0,482540995;2651,060059;407,8559875;2;0,895577013
1;801,5529785;1,312759995;0,49358201;2168,850098;396,3649902;2;0,895577013
