HAS_FIRE;elev_cave;slope_cave;hidro_dist;road_dista;Densidade_Demo;Classe_usos;NDVI
1;741,9130249;0,92977798;625,9699707;530,9099731;0;4;0,598142982
1;751,3099976;0,269533992;1767,380005;60,79959869;0;4;0,549430013
1;774,8330078;2,834219933;2288,679932;759,9949951;0;4;0,581498981
1;810,710022;0,759712994;3409,659912;4181,160156;0;4;0,579946995
1;774,8330078;2,834219933;2288,679932;759,9949951;0;4;0,581498981
1;759,2990112;0,336941004;1641,869995;1655,319946;0,292205989;4;0,585650027
1;751,5009766;1,744349957;1237,459961;870,5180054;0,292205989;4;0,604755998
1;793,1890259;1,272809982;2674,149902;2179,47998;0,292205989;4;0,591252029
1;739,6539917;3,278330088;836,4089966;280,2720032;0,292205989;4;0,550316989
1;732,6090088;4,689630032;85,9835968;1276,069946;0;4;0,58248198
1;811,5239868;1,010249972;4024,959961;3775,580078;0;4;0,580377996
1;815,4810181;0,580340981;0;0;0;4;0,578652024
1;761,9069824;2,556529999;203,9279938;384,5299988;0;4;0,595170975
1;732,5349731;1,762470007;334,3980103;1770,77002;0,0123089;4;0,579150021
1;786,1430054;1,69520998;1866,310059;847,9310303;0;4;0,601298988
1;814,5250244;0,625837982;3602,72998;4320,620117;0;4;0,587733984
1;793,9790039;0,854143023;1903,329956;1563,150024;0;4;0,601065993
1;753,3790283;0,903559029;1332,400024;364,7969971;0,292205989;4;0,639015019
1;808,947998;0,575483024;3723,820068;4364,990234;0;4;0,613011003
1;803,2109985;1,103399992;3074,139893;3096,75;0;4;0,591745019
1;742,1500244;1,16534996;732,1240234;576,7949829;0;4;0,581229985
1;752,9229736;3,148659945;245,0910034;286,7909851;0;4;0,572045982
1;735,6519775;2,034780025;135,9519958;259,7359924;0;4;0,542174995
1;747,6560059;2,34829998;911,9940186;155,0090027;0;4;0,621954024
1;767,2700195;2,109159946;818,5390015;836,4089966;0;4;0,579635978
1;803,2109985;1,103399992;3074,139893;3096,75;0;4;0,591745019
1;789,3239746;0,863061011;2865,330078;1449,339966;0;4;0,561092973
1;747,7890015;1,259850025;1265,52002;984,5969849;0,292205989;4;0,566797018
1;793,1890259;1,272809982;2674,149902;2179,47998;0,292205989;4;0,591252029
1;788,7150269;1,946239948;3010,189941;2130,810059;0;4;0,57357502
1;811,3640137;0,957391024;2367,47998;2963,780029;0;4;0,549328029
1;770,0759888;1,535920024;2615,439941;1711,319946;0;4;0,608102024
1;756,6099854;3,204699993;590,257019;634,7659912;0;4;0,565329015
1;770,4699707;1,360579967;945,8200073;889,940979;0;4;0,60057199
1;799,6309814;2,722490072;1191,810059;580,7869873;0;2;0,567614019
1;783,5570068;1,685780048;775,0460205;1069,189941;0;2;0,561151028
1;770,1560059;0,899100006;380,9079895;310,0180054;0;2;0,577000976
1;776,0830078;1,02967;560,5440063;395,196991;0;2;0,573332012
1;761,9069824;2,556529999;203,9279938;384,5299988;0;4;0,595170975
1;740,8870239;2,520829916;480,6629944;192,2649994;0;4;0,566667974
1;785,8870239;2,100660086;759,9949951;67,97599792;0;4;0,555574
1;799,8400269;2,591360092;2586,659912;2543,790039;0;4;0,58800602
1;743,5540161;1,616870046;91,19940186;548,039978;0;4;0,58513999
1;752,9680176;2,2493999;1431,050049;243,197998;0;4;0,616033971
1;765,927002;1,62432003;1653,089966;1479,319946;0;2;0,564105988
1;755,3850098;2,547849894;683,1500244;163,7079926;0;4;0,601216972
1;803,2109985;1,103399992;3074,139893;3096,75;0;4;0,591745019
1;789,1740112;2,4375;2597,360107;2204,97998;0;4;0,59078902
1;747,9849854;1,776119947;825,8449707;823,0430298;0,292205989;4;0,533011019
1;743,2479858;1,863659978;928,0650024;1830,310059;0;4;0,597670019
1;742,2280273;0,541836023;323,1539917;1586,040039;0;4;0,615646005
1;807,5599976;1,483540058;2492,780029;583,9609985;0,672481;2;0,488963008
1;737,2160034;1,879930019;759,9949951;1069,189941;0;4;0,551236987
1;720,1810303;1,756600022;121,598999;2713,77002;0;3;0,547122002
1;721,2620239;0,69796598;0;638,3959961;0;5;0,641727984
1;715,7280273;0,374785006;30,39979935;2564,060059;0;5;0,733044982
1;781,6420288;1,787770033;1971,300049;310,0180054;0;4;0,540669978
1;764,8590088;1,697450042;2161,810059;155,0090027;0;4;0,560714006
1;788,4400024;1,867799997;1551,579956;1734,920044;1,961470008;4;0,551060975
1;796,3099976;1,280200005;0;0;0;4;0,527261972
1;782,6049805;2,017369986;1648,609985;2308,97998;0;4;0,539622009
1;794,1140137;2,522459984;1985,089966;3291,050049;0;4;0,52255702
1;769,0510254;3,116739988;1709,160034;250,6829987;0;4;0,562669992
1;782,6049805;2,017369986;1648,609985;2308,97998;0;4;0,539622009
1;790,6430054;1,573009968;1006,409973;580,7869873;0;4;0,597739995
1;803,184021;1,627920032;2705,75;1681,630005;0;4;0,556671023
1;796,3099976;1,280200005;0;0;0;4;0,527261972
1;782,6010132;2,073600054;1740,23999;914,5239868;1,961470008;4;0,54223299
1;775,1729736;2,084209919;1114,890015;2288,679932;1,961470008;4;0,545837998
1;790,0469971;2,659590006;1551,579956;1615,77002;1,961470008;4;0,535116017
1;790,2639771;1,325459957;838,6160278;826,9639893;0,292205989;4;0,537571013
1;799,3410034;1,222630024;1592,72998;742,1539917;0,292205989;2;0,57348597
1;797,9790039;2,086339951;2339,01001;354,5190125;0,292205989;2;0,302726001
1;730,6970215;2,246680021;184,9149933;3347,429932;0;4;0,611841977
1;775,4500122;2,533910036;3116,97998;1128,069946;0;4;0,524019003
1;727,5980225;1,831969976;666,7189941;1349,290039;0;4;0,570654988
1;801,9260254;1,233260036;2330,5;1711,319946;0;4;0,512353003
1;779,1519775;2,159199953;1666,449951;730,8610229;0;4;0,571862996
1;720,2910156;0,309623003;60,79959869;2743,570068;0,0123089;4;0,578500986
1;718,7589722;1,038120031;30,39979935;2325,139893;0;5;0,648782015
1;737,2089844;4,722199917;259,7359924;1469,290039;0,292205989;4;0,565172017
1;732,2639771;0,919496;887,8610229;1253,420044;0;4;0,57356602
1;724,4439697;1,765580058;60,79959869;1825;0,0123089;5;0,566534996
1;718,5700073;0,51828903;125,3420029;472,9100037;0;5;0,556288004
1;725,1309814;2,87477994;151,9989929;177,2599945;0,0123089;4;0,556634009
1;759,2620239;1,105489969;945,8200073;1930,810059;0,0123089;4;0,65249002
1;717,7990112;2,287250042;128,9750061;2397,149902;0,0123089;4;0,587749004
1;802,7410278;2,293709993;2002,23999;1055,27002;0;4;0,535567999
1;728,5369873;0,883192003;323,1539917;1334,819946;0,0123089;4;0,610123992
1;719,0310059;0,547549009;442,6279907;2199,949951;0;3;0,498562008
1;719,1420288;1,667430043;151,9989929;2905,209961;0;4;0,531099021
1;801,3049927;4,536849976;1421,329956;1824,48999;1,195619941;3;0,547433019
1;793,78302;2,653970003;2371,379883;1150,780029;0;4;0,53679198
1;732,4130249;2,49090004;519,4719849;1329,619995;0;4;0,459093004
1;758,8209839;2,305320024;924,5739746;30,39979935;0;4;0,50949198
1;740,3569946;1,481770039;395,196991;2021,300049;0;4;0,586295009
1;777,6099854;3,438610077;1569,349976;271,9039917;0;4;0,523953974
1;757,9379883;3,789030075;395,196991;1144,339966;0,0123089;4;0,62530899
1;719,4089966;1,808419943;192,2649994;2044,939941;0;5;0,559013009
1;724,2880249;2,042259932;300,9429932;980,3640137;0;4;0,539907992
1;741,8330078;1,59126997;1101,550049;1253,420044;0;4;0,580847025
1;718,2280273;0,646997988;212,798996;2439;0;5;0,758660018
1;732,7960205;2,469189882;125,3420029;1002,72998;0;4;0,520466983
1;777,9030151;1,846889973;2161,810059;1089,73999;0,292205989;4;0,589312017
1;724,4439697;1,765580058;60,79959869;1825;0,0123089;5;0,566534996
1;783,0009766;1,478199959;537,8270264;1237,459961;0,292205989;4;0,547688007
1;765,1760254;1,065080047;775,0460205;1544,420044;0,0123089;4;0,594210982
1;730,7420044;1,195490003;60,79959869;1180,51001;0;4;0,526242018
1;766,9810181;0,966189027;1057,459961;1247,869995;0,292205989;4;0,638025999
1;770,9760132;1,707039952;1098,609985;590,257019;0,292205989;4;0,559165001
1;729,5780029;0,680073977;214,9589996;2403,889893;0,0123089;4;0,579807997
1;801,5419922;1,372990012;426,6809998;2768,379883;0,292205989;4;0,60730201
1;724,065979;2,873529911;121,598999;286,7909851;0,0123089;5;0,573549986
1;733,3010254;1,239570022;91,19940186;1851,390015;0,0123089;4;0,612154007
1;798,6339722;0,659591019;1415,800049;834,75;0,292205989;2;0,545488
1;729,5780029;0,680073977;214,9589996;2403,889893;0,0123089;4;0,579807997
1;729,7670288;1,065279961;367,321991;3231,540039;0,0123089;5;0,554018021
1;744,5469971;1,423099995;1210,660034;2978,870117;0,0123089;4;0,635886014
1;733,75;1,672449946;163,7079926;2206,030029;0;4;0,555993021
1;728,6220093;1,695189953;212,798996;1605,160034;0,0123089;3;0,353181005
1;736,0720215;3,094500065;775,0460205;2629,360107;0,0123089;4;0,537670016
1;764,7039795;0,545293987;1805,910034;1399,709961;0,292205989;4;0,593990982
1;743,723999;0,752548993;328,8240051;4778,859863;0,0123089;4;0,501770973
1;755,4000244;1,683650017;666,7189941;3821,800049;0,0123089;4;0,581167996
1;785,0499878;1,895059943;1484,619995;1961,910034;1,961470008;4;0,538748026
1;742,007019;1,455109954;1768,680054;1069,189941;0;4;0,565907001
1;715,9710083;0,213094994;0;2551,590088;0;5;0,735247016
1;725,0750122;2,721339941;734,6439819;1925,77002;0;4;0,493095011
1;722,315979;1,554270029;280,2720032;2164,370117;0;3;0,552401006
1;723,4790039;1,24890995;121,598999;2787,02002;0,0123089;4;0,339646012
1;717;2,056190014;42,9917984;2623,909912;0;5;0,693763018
1;715,1350098;1,979889989;60,79959869;2539,790039;0;5;0,649765015
1;722,7849731;2,050859928;286,7909851;1968,719971;0;4;0,530421019
1;713,5599976;0,357634991;60,79959869;2420,560059;0;5;0,566824019
1;719,6680298;2,374409914;151,9989929;2593,97998;0;5;0,746093988
1;715,947998;0,229531005;0;2573,22998;0;5;0,750002027
1;721,1400146;1,87274003;42,9917984;2116,879883;0;5;0,695846975
1;737,5930176;1,801450014;1870,27002;1253,420044;0;4;0,616961002
1;715,6199951;1,260159969;30,39979935;2308,179932;0;5;0,600511014
1;717,3499756;1,197790027;109,6080017;2773,050049;0;5;0,768105984
1;722,0360107;0,979309976;317,3829956;2015,119995;0;4;0,50721401
1;712,7329712;0,654061019;243,197998;2374,300049;0;5;0,513818979
1;741,2949829;1,041839957;1324,400024;1282,930054;0;4;0,536072016
1;718,3309937;0,751474023;109,6080017;2573,22998;0;5;0,688817024
1;723,4849854;1,797659993;219,2160034;2455,620117;0,0123089;4;0,550001979
1;716,684021;1,218680024;0;2506,830078;0;5;0,716259003
1;716,6900024;1,797729969;60,79959869;2624,969971;0;5;0,667756021
1;725,5629883;4,152140141;135,9519958;1070,920044;0,0123089;4;0,566922009
1;717,7670288;1,034369946;0;2418,459961;0;5;0,528611004
1;718,6409912;2,86777997;303,9979858;2447,889893;0;5;0,605458975
1;722,7299805;1,961060047;679,7600098;2094,060059;0;4;0,501013994
1;716,8239746;0,749032974;42,9917984;2522,27002;0;5;0,748058021
1;715,6929932;0,739570975;91,19940186;2522,449951;0;5;0,784439981
1;725,0750122;2,721339941;734,6439819;1925,77002;0;4;0,493095011
1;719,1469727;1,168630004;42,9917984;2308,179932;0;5;0,698439002
1;714,0159912;0,48872599;128,9750061;2470,060059;0;5;0,583525002
1;718,9860229;0,900481999;214,9589996;2595,399902;0;5;0,733430028
1;725,5629883;4,152140141;135,9519958;1070,920044;0,0123089;4;0,566922009
1;715,9810181;1,119019985;60,79959869;2418,459961;0;5;0,623481989
1;720,7340088;0,316536009;0;2653,850098;0,0123089;4;0,64844197
1;720,125;2,521980047;354,5190125;2013,050049;0;4;0,46300301
1;719,8909912;0,083308302;257,9509888;2359,659912;0;3;0,488214999
1;715,3889771;2,273740053;163,7079926;2167,780029;0;5;0,492579997
1;712,0180054;1,321889997;395,196991;2212,51001;0;5;0,470319986
1;775,0679932;2,061320066;851,7369995;2767,879883;1,961470008;4;0,521901011
1;766,6170044;1,948950052;926,0720215;701,8339844;1,195619941;4;0,495103002
1;796,8170166;1,757120013;0;0;0;4;0,535443008
1;718,7059937;1,629369974;151,9989929;2295,340088;0;5;0,721776009
1;718,46698;1,417739987;125,3420029;2248,969971;0;5;0,733040988
1;770,401001;3,634660006;151,9989929;384,5299988;1,195619941;4;0,441356987
1;714,7379761;2,086819887;96,13259888;2545,790039;0;5;0,592597008
1;722,8369751;0,931496978;366,0620117;2094,060059;0;3;0,502231002
1;717,9310303;1,660619974;30,39979935;2790,159912;0;5;0,742497981
1;720,5139771;1,376060009;259,7359924;2254,100098;0;3;0,498429
1;779,7410278;1,876999974;1659,51001;936,4910278;1,961470008;4;0,548587978
1;716,1729736;0,321420014;42,9917984;2713,77002;0;5;0,702015996
1;725,0750122;2,721339941;734,6439819;1925,77002;0;4;0,493095011
1;718,473999;3,28102994;259,7359924;2468,939941;0;5;0,685572982
1;779,4320068;2,749700069;1576,400024;654,8319702;1,961470008;4;0,568397999
1;779,7410278;1,876999974;1659,51001;936,4910278;1,961470008;4;0,548587978
1;752,4829712;2,225689888;2077,889893;745,2600098;0;4;0,556361973
1;734,934021;1,343780041;668,7949829;2487,77002;0,0123089;4;0,62154901
1;721,6550293;2,136100054;177,2599945;2470,060059;0;5;0,741321981
1;718,5310059;1,692649961;109,6080017;2374,300049;0;5;0,695272982
1;718,6680298;1,459310055;151,9989929;2580,939941;0;5;0,697468996
1;752,4829712;2,225689888;2077,889893;745,2600098;0;4;0,556361973
1;767,6060181;1,668560028;1055,27002;1210,280029;1,961470008;4;0,558010995
1;717,2609863;3,057650089;121,598999;2784,360107;0;5;0,753256977
1;719,5159912;2,628690004;245,0910034;2480,149902;0;5;0,717729986
1;719,84198;1,636029959;203,9279938;2868,719971;0;5;0,732649982
1;794,1619873;2,561549902;2074,77002;399,8469849;1,961470008;4;0,543368995
1;718,5670166;2,883970022;0;2463,699951;0;5;0,729385018
1;755,2919922;2,822309971;2493,889893;781,5759888;0;4;0,576821983
1;726,0510254;2,741980076;455,9970093;1895,790039;0;4;0,524860024
1;755,2919922;2,822309971;2493,889893;781,5759888;0;4;0,576821983
1;726,0510254;2,741980076;455,9970093;1895,790039;0;4;0,524860024
1;713,947998;0,60353899;109,6080017;2463,129883;0;5;0,554076016
1;715,5180054;0,884835005;109,6080017;2389,040039;0;5;0,516928971
1;713,8729858;0,342714995;125,3420029;2484,98999;0;5;0,604340971
1;716,6140137;0,864349008;0;2580,939941;0;5;0,725279987
1;714,7329712;1,945080042;109,6080017;2504,25;0;5;0,574515998
1;715,7459717;0,277929008;30,39979935;2618,27002;0;5;0,723906994
1;715,257019;1,666210055;96,13259888;2529,219971;0;5;0,641815007
1;715,6420288;0,732096016;91,19940186;2248,969971;0;5;0,589968979
1;712,0269775;1,418089986;60,79959869;2289,48999;0;5;0,47507599
1;725,3720093;2,285559893;435,2590027;1866,310059;0;4;0,509160995
1;715,2189941;0,736792028;60,79959869;2396,959961;0;5;0,551985979
1;715,4370117;2,55802989;177,2599945;2140,330078;0;5;0,425709009
1;719,8590088;3,190910101;121,598999;2182,870117;0;4;0,536849976
1;712,4970093;1,856639981;151,9989929;2175,659912;0;5;0,458561987
1;714,7730103;1,779489994;30,39979935;2552,129883;0;5;0,636904001
1;714,0869751;1,483639956;0;2322,550049;0;5;0,546652973
1;714,2990112;0,488976985;60,79959869;2367,47998;0;5;0,678959012
1;714,4320068;0,742677987;91,19940186;2418,459961;0;5;0,546033978
1;717,7670288;1,034369946;0;2418,459961;0;5;0,525039971
1;716,8239746;0,749032974;42,9917984;2522,27002;0;5;0,755551994
1;714,4459839;0,397890002;121,598999;2433,5;0;5;0,514106989
1;714,2949829;0,915244997;60,79959869;2381,48999;0;5;0,556475997
1;715,1279907;1,118819952;96,13259888;2439;0;5;0,62194699
1;715,1199951;0,94264102;30,39979935;2543,790039;0;5;0,686604977
1;716,375;1,256459951;85,9835968;2506,830078;0;5;0,685657024
1;714,0869751;0,942782998;109,6080017;2498,889893;0;5;0,551751018
1;713,7210083;0,905794024;91,19940186;2254,100098;0;5;0,562115014
1;715,0440063;0,853075027;171,9669952;2248,969971;0;5;0,410677999
1;715,322998;0,686187983;60,79959869;2468,939941;0;5;0,737980008
1;714,8779907;1,466560006;96,13259888;2528,850098;0;5;0,56092298
1;715,059021;1,033910036;30,39979935;2629,360107;0;5;0,721942008
1;714,6890259;0,98110801;60,79959869;2410,98999;0;5;0,729691029
1;714,1370239;0,404143989;60,79959869;2289,48999;0;5;0,582204998
1;715,9869995;0,728415012;0;2539,790039;0;5;0,738578975
1;715,0819702;2,920609951;60,79959869;2271,659912;0;5;0,551819026
1;716,2139893;0,79013598;67,97599792;2676,909912;0;5;0,730674982
1;714,1849976;0,602212012;85,9835968;2410,98999;0;5;0,554307997
1;714,0579834;1,240839958;177,2599945;2468,939941;0;5;0,392807007
1;747,960022;0,154269993;85,9835968;4562,5;0,0123089;4;0,553815007
1;714,0020142;2,054150105;67,97599792;2569,639893;0;5;0,636237025
1;720,7440186;2,802589893;271,9039917;2875,629883;0;3;0,543255985
1;714,7689819;1,786689997;60,79959869;2536,330078;0;5;0,560244024
1;714,0579834;1,240839958;177,2599945;2468,939941;0;5;0,392807007
1;714,7009888;1,166069984;91,19940186;2691,199951;0;5;0,669812977
1;717,6550293;0,586911976;219,2160034;2373,909912;0;5;0,550053
1;712,7269897;0,316101998;60,79959869;2506,830078;0;5;0,438968003
1;716,302002;0,247581005;237,4299927;2426,280029;0;5;0,524973989
1;734,9719849;2,008840084;2042,449951;1759,25;0;4;0,563933015
1;720,382019;2,722340107;438,4320068;2330,300049;0;4;0,537338972
1;732,2150269;0,668621004;364,7969971;3480,080078;0;2;0,311567008
1;733,9719849;1,912789941;2014,660034;1784,290039;0;4;0,584312975
1;733,9719849;1,912789941;2014,660034;1784,290039;0;4;0,584312975
1;717,1640015;1,420439959;171,9669952;2757,51001;0;5;0,469529986
1;714,7440186;2,602710009;42,9917984;2599,48999;0;5;0,670759022
1;713,7990112;1,247460008;67,97599792;2694,800049;0;5;0,667101026
1;716,1970215;0,318883985;155,0090027;2765,040039;0;5;0,559527993
1;718,6129761;3,08859992;0;2683,800049;0;5;0,661324978
1;715,7160034;1,793959975;30,39979935;2653,850098;0;5;0,706310987
1;716,1599731;1,115170002;212,798996;2808,820068;0;5;0,447645009
1;717,8070068;2,99842;0;2659,23999;0;5;0,675553977
1;715,375;1,020849943;60,79959869;2661,679932;0;5;0,669884026
1;717,2290039;1,789019942;151,9989929;2750,300049;0;5;0,687322021
1;718,6719971;1,536509991;30,39979935;2618,090088;0;5;0,720192015
1;716,039978;0,277785003;135,9519958;2743,399902;0;5;0,671694994
1;715,5180054;1,392639995;151,9989929;2743,570068;0;5;0,712944984
1;713,1589966;0,712014973;30,39979935;2618,090088;0;5;0,598038971
1;749,5579834;3,004839897;30,39979935;2619,330078;1,961470008;4;0,511363983
1;716,0310059;1,915169954;0;2691,199951;0;5;0,654583991
1;714,5460205;1,889189959;192,2649994;2802,719971;0;5;0,474896014
1;716,0050049;1,599670053;214,9589996;2455,620117;0;5;0,476951987
1;715,7880249;1,387439966;231,5180054;2831,590088;0;5;0,456445009
1;715,0560303;2,656080008;30,39979935;2676,909912;0;5;0,662342012
1;731,0750122;1,285640001;42,9917984;3887,610107;0;3;0,532842994
1;720,1810303;2,666260004;212,798996;3060,129883;0;5;0,467597008
1;715,4829712;3,529190063;182,3990021;2912,360107;0;5;0,55350101
1;718,8969727;0,934904993;573,5819702;3332,899902;0;4;0,532182992
1;751,0050049;1,465070009;2229,360107;1185,589966;1,195619941;4;0,557489991
1;702,8720093;0,376194;30,39979935;243,197998;1,961470008;5;0,602796972
1;730,3120117;1,315029979;558,065979;3517,060059;0;2;0,310234994
1;759,0300293;2,463749886;2127,98999;60,79959869;1,195619941;4;0,50681901
1;811,3309937;2,576030016;846,8400269;3738,310059;0;2;0,523589015
1;791,117981;0,91227901;366,0620117;4649,580078;0;2;0,56111002
1;718,7119751;2,661580086;781,5759888;0;1,961470008;4;0,557995975
1;722,7550049;1,075430036;1255,630005;334,3980103;1,961470008;4;0,510935009
1;699,2529907;1,711240053;125,3420029;67,97599792;1,961470008;5;0,373926014
1;705,0349731;0,946126997;135,9519958;607,9959717;1,961470008;5;0,691317976
1;724,8649902;1,01030004;1096,079956;243,197998;1,961470008;4;0,547136009
1;714,0410156;3,667619944;451,9249878;0;1,961470008;4;0,518166006
1;770,710022;2,025110006;2321,959961;1338,969971;1,961470008;4;0,51651299
1;774,5579834;2,182929993;3314,830078;625,9699707;1,961470008;4;0,483375996
1;736,03302;0,469215989;2997,429932;769,0609741;1,961470008;4;0,530969024
1;716,1329956;3,05644989;286,7909851;125,3420029;1,961470008;4;0,46429801
1;764,5789795;0,965530992;587,1170044;2553,580078;1,961470008;4;0,53530997
1;759,9019775;2,164489985;583,9609985;1673,089966;1,961470008;4;0,543465018
1;760,6790161;2,426599979;886,2990112;1459,189941;1,961470008;4;0,523679018
1;767,5319824;2,420589924;2512,169922;923,072998;1,961470008;4;0,490085006
1;718,309021;1,523769975;317,3829956;605,7119751;1,961470008;4;0,543443024
1;747,4829712;3,745349884;2555,209961;919,0599976;1,961470008;4;0,510423005
1;755,5910034;2,659919977;2072,77002;271,9039917;1,961470008;4;0,507570982
1;756,4229736;2,909189939;1070,920044;2623,909912;1,961470008;4;0,489643991
1;724,0159912;1,761520028;699,1950073;346,6109924;1,961470008;4;0,543633997
1;699,5780029;0,740491986;346,6109924;531,7789917;5,438560009;5;0,386830986
1;736,6380005;2,077869892;429,9179993;1354,410034;1,961470008;4;0,523795009
1;769,3170166;2,208739996;519,4719849;2257,169922;1,961470008;4;0,464356989
1;729,1409912;3,124119997;1091,430054;882,117981;1,961470008;4;0,488287002
1;811,1420288;1,75316;623,7520142;5297,77002;0,292205989;4;0,580814004
1;724,8670044;0,082087398;577,5960083;825,8449707;1,961470008;4;0,528963983
1;701,3209839;0,240603;259,7359924;395,196991;5,438560009;5;0,499352008
1;722,0800171;2,634599924;303,9979858;911,9940186;1,961470008;4;0,550468028
