"","HAS_FIRE","elev_cave","slope_cave","NDVI_cave","hidro_dist","road_dista","censo_cave","Classe_cav"
"242",2,700.5079956,1.098549962,0.280142993,163.7079926,259.7359924,1.961470008,5
"243",2,702.7180176,2.046119928,0.385129988,109.6080017,305.5140076,5.438560009,2
"244",2,696.8699951,0.591643989,0.329697013,85.9835968,259.7359924,1.961470008,5
"245",2,697.9979858,1.169700027,0.322005987,231.5180054,327.4159851,1.961470008,5
"246",2,701.8610229,1.340370059,0.38063699,237.4299927,558.8930054,1.961470008,5
"247",2,699.1589966,0.343897015,0.336086005,60.79959869,408.9869995,1.961470008,5
"248",2,705.5739746,3.373709917,0.414038986,286.7909851,60.79959869,5.438560009,4
"249",2,702.1090088,1.008460045,0.490107,380.9079895,487.3460083,5.438560009,5
"250",2,699.5529785,2.629189968,0.327502996,339.8800049,435.2590027,5.438560009,5
"251",2,705.0689697,2.565210104,0.400858998,490.1820068,366.0620117,5.438560009,5
"252",2,701.8259888,0.707884014,0.421104997,231.5180054,354.5190125,5.438560009,5
"253",2,702.6879883,2.252729893,0.457239002,494.8729858,135.9519958,5.438560009,4
"254",2,776.7789917,2.929470062,0.542856991,885.2550049,734.6439819,6.438739777,4
"255",2,761.1459961,2.365250111,0.354371995,1392.430054,1557.819946,5.752779961,2
"256",2,746.1560059,3.121870041,0.476951987,463.0360107,96.13259888,5.438560009,4
"257",2,714.5159912,3.112570047,0.448379993,323.1539917,42.9917984,18.78120041,2
"258",2,715.4509888,3.509540081,0.370047003,271.9039917,67.97599792,18.78120041,2
"259",2,705.5360107,1.704169989,0.563193977,422.3269958,91.19940186,1.961470008,4
"260",2,818.664978,1.295339942,0.627066016,2463.879883,5210.439941,0.292205989,4
"261",2,781.1060181,3.251329899,0.536567986,1158.790039,366.0620117,5.438560009,4
"262",2,817.1589966,0.210523993,0.662043989,1025.51001,3968.540039,0.292205989,4
"263",2,731.2949829,1.71073997,0.464976013,2194.27002,135.9519958,1.961470008,4
"264",2,761.2109985,0.717420995,0.618133008,5207.600098,2974.98999,5.752779961,4
"265",2,751.3120117,1.550860047,0.445977002,4402.100098,2397.72998,5.752779961,2
"266",2,740.3549805,3.094599962,0.364744008,1074.790039,669.4860229,18.78120041,2
"267",2,715.007019,1.69145,0.512696981,1381.77002,135.9519958,1.961470008,4
"268",2,734.401001,1.462949991,0.333673,2951.290039,2192.580078,5.752779961,2
"269",2,760.1049805,2.399790049,0.412916005,0,0,5.752779961,2
"270",2,770.8770142,2.616630077,0.506108999,1246.76001,2493.52002,0,2
"271",2,760.9879761,0.836077988,0.571246982,1501.949951,3287.959961,0,4
"272",2,724.5230103,2.326839924,0.358740985,280.2720032,60.79959869,5.438560009,2
"273",2,748.3809814,3.578049898,0.483024001,1332.75,1975.98999,6.438739777,4
"274",2,743.8690186,0.696335018,0.333772004,1101.550049,1003.190002,6.438739777,2
"275",2,760.9879761,0.836077988,0.571246982,1501.949951,3287.959961,0,4
"276",2,767.7139893,2.546089888,0.576093972,1064.430054,0,6.438739777,4
"277",2,787.2479858,2.060689926,0.633535981,2097.810059,5073.759766,0,4
"278",2,756.53302,3.96329999,0.501424015,67.97599792,886.2990112,6.438739777,4
"279",2,741.0319824,4.967160225,0.492794991,1893.839966,1210.280029,5.438560009,4
"280",2,744.9390259,1.051229954,0.369206995,669.4860229,516.7960205,6.438739777,2
"281",2,746.3859863,1.048099995,0.616225004,480.6629944,663.940979,6.438739777,4
"282",2,756.53302,3.96329999,0.501424015,67.97599792,886.2990112,6.438739777,4
"283",2,760.9879761,0.836077988,0.571246982,1501.949951,3287.959961,0,4
"284",2,723.7199707,2.219609976,0.550235987,463.0360107,212.798996,6.438739777,5
"285",2,734.7739868,2.513060093,0.496062994,407.8559875,583.9609985,6.438739777,2
"286",2,756.53302,3.96329999,0.501424015,67.97599792,886.2990112,6.438739777,4
"287",2,760.9879761,0.836077988,0.571246982,1501.949951,3287.959961,0,4
"288",2,761.492981,0.766336977,0.556286991,605.7119751,685.8510132,6.438739777,4
"289",2,757.5809937,3.660640001,0.339870989,366.0620117,1165.150024,6.438739777,2
"290",2,763.5789795,1.869940042,0.59424901,946.7960205,641.2839966,6.438739777,4
"291",2,721.9559937,0.256844014,0.39932999,171.9669952,121.598999,6.438739777,5
"292",2,773.9609985,2.529649973,0.557286024,1229.599976,1215.98999,6.438739777,4
"293",2,743.8690186,0.696335018,0.333772004,1101.550049,1003.190002,6.438739777,2
"294",2,696.9730225,0.567885995,0.353992999,399.8469849,407.8559875,5.438560009,5
"295",2,697.427002,0.932101011,0.413004994,501.3659973,299.4030151,5.438560009,2
"296",2,705.3359985,2.339020014,0.523558974,666.7189941,182.3990021,5.438560009,4
"297",2,697.2080078,1.342929959,0.322230995,346.6109924,614.7979736,5.438560009,5
"298",2,699.2180176,2.411180019,0.46410501,573.5819702,214.9589996,5.438560009,4
"299",2,697.4260254,1.716109991,0.312020987,491.1239929,615.5490112,5.438560009,4
"300",2,707.8079834,2.564429998,0.500289023,923.072998,85.9835968,5.438560009,5
"301",2,696.8880005,0.186707005,0.341540992,288.3980103,667.4119873,5.438560009,5
"302",2,697.0859985,0.122754,0.333813012,299.4030151,364.7969971,1.961470008,5
"303",2,710.1879883,1.184290051,0.53937,42.9917984,652.7109985,6.438739777,2
"304",2,707.4650269,1.338279963,0.610614002,42.9917984,722.5949707,6.438739777,5
"305",2,706.0200195,1.212039948,0.496767014,668.7949829,366.0620117,5.438560009,4
"306",2,696.4140015,0.594866991,0.298494011,85.9835968,343.9339905,1.961470008,5
"307",2,698.0239868,2.894510031,0.473232001,455.9970093,490.1820068,5.438560009,4
"308",2,696.7620239,0.637133002,0.303600013,310.0180054,625.9699707,5.438560009,5
"309",2,696.7810059,1.019659996,0.346976995,376.0249939,413.4819946,5.438560009,5
"310",2,699.4609985,2.906349897,0.635630012,515.9019775,151.9989929,1.961470008,4
"311",2,709.1170044,0.957342982,0.492711008,408.9869995,0,5.438560009,4
"312",2,712.7559814,2.458950043,0.495664001,775.0460205,280.2720032,1.961470008,4
"313",2,745.9470215,2.717869997,0.449097991,2460.879883,407.8559875,18.78120041,4
"314",2,698.9630127,4.225619793,0.316327006,42.9917984,339.8800049,5.438560009,5
"315",2,711.7999878,9.168749809,0.420578003,280.2720032,109.6080017,18.78120041,2
"316",2,712.7559814,2.458950043,0.495664001,775.0460205,280.2720032,1.961470008,4
"317",2,731.1589966,1.691849947,0.36697799,834.75,1806.170044,6.438739777,2
"318",2,753.6560059,2.771009922,0.446637988,1290.109985,1856.630005,6.438739777,4
"319",2,737.447998,3.534100056,0.482284009,494.8729858,1387.780029,6.438739777,2
"320",2,769.2659912,2.185440063,0.528479993,709.6900024,339.8800049,6.438739777,4
"321",2,721.1309814,0.317517996,0.355922997,192.2649994,1398.719971,6.438739777,5
"322",2,703.559021,1.475440025,0.345732987,327.4159851,259.7359924,5.438560009,2
"323",2,704.6939697,1.473770022,0.306443006,558.8930054,243.197998,5.438560009,5
"324",2,702.5310059,4.335780144,0.486220002,761.8170166,151.9989929,5.438560009,4
"325",2,713.9790039,3.101779938,0.583362997,789.223999,60.79959869,5.438560009,2
"326",2,761.5120239,2.959379911,0.416974008,1169.5,1448.060059,5.438560009,2
"327",2,705.7979736,3.254240036,0.261343986,346.6109924,384.5299988,5.438560009,5
"328",2,703.5549927,3.223390102,0.277790993,870.5180054,109.6080017,5.438560009,5
"329",2,783.098999,2.374550104,0.584719002,1098.189941,376.0249939,5.438560009,4
"330",2,744.0029907,1.200109959,0.458285987,730.8610229,155.0090027,5.438560009,4
"331",2,770.7589722,2.735029936,0.51691097,961.3259888,720.6740112,5.438560009,4
"332",2,757.65802,3.093780041,0.514106989,1290.109985,312.9849854,5.438560009,4
"333",2,708.2739868,1.276029944,0.331265986,519.4719849,317.3829956,5.438560009,5
"334",2,700.8720093,0.964901984,0.291761011,641.2839966,273.5979919,5.438560009,5
"335",2,731.9240112,1.196799994,0.469994009,3708.899902,2505.540039,5.752779961,2
"336",2,765.5020142,2.259749889,0.472593009,584.7520142,1418.72998,0,4
"337",2,784.5830078,2.456170082,0.527230978,2393.879883,4019.790039,6.438739777,4
"338",2,776.2340088,0.44927299,0.513607025,3979.590088,2116.879883,5.752779961,4
"339",2,757.0089722,4.812660217,0.454277009,815.7119751,490.1820068,5.752779961,4
