"","Temperature","RH","Precipitation","Wind Speed","FMC","DMC","DC","HAS_FIRE","Prob_fogo","HasFire_Predict"
"618",24.06146,40.15625,0,13.30849,89.93116901,268.4001943,970.1475457,"not-burned",0.296347969397818,"0"
"619",24.42865,48.33854,0,13.29891,89.9079804,270.6245452,975.7487019,"not-burned",0.266014608783211,"0"
"620",24.8276,47.71875,0,13.7275,89.94337858,272.9108957,981.4216707,"not-burned",0.295826664860275,"0"
"621",23.9599,43.66667,0,13.68719,89.99271736,275.2914584,986.9384519,"not-burned",0.274720779499779,"0"
"622",23.60208,51.42708,0.1060017,14.60464,89.41666216,277.3154716,992.3908269,"not-burned",0.216252930125805,"0"
"623",24.23698,47.60417,0.000522,13.89828,89.46582705,279.5551176,997.9574832,"not-burned",0.269041660240825,"0"
"624",24.1401,49.39583,0.000392,11.49505,89.51500817,281.7102126,1003.506702,"not-burned",0.238422729577418,"0"
"625",23.3974,41.10417,0,13.64068,89.60289773,284.1439236,1008.922233,"not-burned",0.264731750433318,"0"
"626",23.96406,47.88542,0,13.53443,89.65045308,286.3470588,1014.439764,"not-burned",0.253866893784966,"0"
"627",24.55469,46.29688,0,11.90391,89.69969516,288.6707512,1020.063608,"burned",0.284414926767311,"0"
"628",25.02448,42.90625,0,12.79375,89.74895349,291.1858661,1025.772014,"not-burned",0.342127759657071,"0"
"629",25.25885,46.4375,0,12.72073,89.79822808,293.5675421,1031.522608,"not-burned",0.332365450439551,"0"
"630",23.7224,48.34896,0.001174895,14.6038,89.76980443,295.7311575,1036.996639,"not-burned",0.250278590426419,"0"
"631",23.8276,46.52083,0.000131,12.65109,89.81669776,297.9809396,1042.489608,"not-burned",0.254225642246083,"0"
"632",23.99844,45.91146,0,11.05635,89.86599472,300.2708555,1048.013327,"not-burned",0.25675444714376,"0"
"633",24.29427,47.11458,0,12.18464,89.89377023,302.5361649,1053.590296,"not-burned",0.273940233840039,"1"
"634",24.7401,45.09375,0,12.72,89.94309264,304.9294123,1059.247514,"burned",0.317046916000916,"0"
"635",24.61667,41.8125,0,12.31255,89.99754897,307.4532692,1064.882514,"burned",0.330027485993763,"0"
"636",25.1099,48.53125,0.0279364,10.99104,89.9795179,309.728211,1070.606296,"burned",0.303538180382349,"0"
"637",26.33542,47.52604,0.009921339,8.315521,89.92231051,312.156729,1076.550671,"not-burned",0.364376548111942,"0"
"638",27.77344,42.57292,0,9.58599,90.05193999,314.9533666,1082.753889,"not-burned",0.50923636719307,"1"
"639",27.32396,41.54167,0.1066544,11.15526,90.07787303,317.7553168,1088.876202,"not-burned",0.497829716267061,"0"
